store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Santana Row,1365,377 Santana Row,,San Jose,CA,95128,US,(408) 246-2684,-121.9483389,37.3199011,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Oakridge Mall,874,925 Blossom Hill Road,,San Jose,CA,95123,US,(408) 227-0628,-121.8624492,37.2515431,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-22:00, 10:00-22:00, 11:00-19:30",,
Stoneridge Mall,1834,2433 Stoneridge Mall Road,,Pleasanton,CA,94588,US,(925)467-1470,-121.9293737,37.695705,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
LOS  3092 San Francisco Outlet,3092,3674 Livermore Outlets Way,,Livermore,CA,94551,US,(925) 373-0181,-121.8425505,37.7006439,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00",,
Gilroy Prem LOS,2946,8375 Arroyo Cir,,GILROY,CA,95020,US,(408) 846-5359,-121.5629745,37.0221891,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00",,
LOS  3079 Marina Square,3079,1233 Marina Blvd.,,San Leandro,CA,94577,US,(510)895-9260,-122.1630576,37.7103206,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOFT 4511 Lou & Grey Broadway,4511,1266 Broadway Plaza,,Walnut Creek,CA,94596,US,(925) 937-1089,-122.0579852,37.8958998,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00, 11:00-18:00",,
Plaza Escuela,674,1251 South Main Street,,Walnut Creek,CA,94596,US,(925) 934-9923,-122.0602336,37.8954838,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00, 11:00-18:00",,
Embarcadero Center,1789,4 Embarcadero Center,,San Francisco,CA,94111,US,(415)956-9895,-122.4000032,37.7959362,"08:00-19:00, 08:00-19:00, 08:00-19:00, 08:00-19:00, 08:00-19:00, 10:00-18:00, 12:00-18:00",,
Stone Creek Village,1667,5757 Pacific Avenue,,Stockton,CA,95207,US,(209) 952-0262,-121.3189987,38.0016048,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Vintage Oaks at Novato,794,208 Vintage Way,,Novato,CA,94945,US,(415) 892-7597,-122.552413,38.088562,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00, 11:00-18:00",,
LOS  2956 Vacaville LOS,2956,121 NUT TREE RD,,VACAVILLE,CA,95687,US,(707)446-8468,-121.9586616,38.3659195,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00",,
Arden Fair,1584,1689 Arden Way,,Sacramento,CA,95815,US,(916) 646-3166,-121.4278631,38.601511,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
LOS  2993 Folsom Premium LOS,2993,13000 Folsom Blvd,,Folsom,CA,95630,US,(916) 351-9143,-121.1885636,38.6441993,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00",,
Creekside Town Center,984,1208 Galleria Blvd,,Roseville,CA,95678,US,(916) 786-6670,-121.2630227,38.7730091,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00, 11:00-18:00",,
The Shops at River Park,1685,7705 Via del Rio,,Fresno,CA,93720,US,(559) 436-1226,-119.7890383,36.8500261,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Walnut Street,1829,1729 Walnut Street at 18th,,Philadelphia,PA,19103,US,(267) 256-0690,-75.1702525,39.9503441,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
LOFT 1912 Sansom Commons,1912,120 South 36th Street,,Philadelphia,PA,19104,US,215-222-0655,-75.1946384,39.9538542,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 12:00-18:00",,
Cherry Hill Mall,1773,839 Cherry Hill Mall,,Cherry Hill,NJ,08002,US,(856) 488-5682,-75.024821,39.940599,"10:00-21:30, 10:00-21:30, 10:00-21:30, 10:00-21:30, 10:00-21:30, 10:00-21:30, 11:00-18:00",,
Deptford Mall,817,1750 Deptford Center Road,,Deptford,NJ,08096,US,(856) 251-0085,-75.0983168,39.8315312,"10:00-21:30, 10:00-21:30, 10:00-21:30, 10:00-21:30, 10:00-21:30, 10:00-21:30, 11:00-18:00",,
Springfield Mall,822,1250 Baltimore Pike,,Springfield,PA,19064,US,(610) 543-1993,-75.3519958,39.9150986,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Plymouth MeetingMall,1644,504 West Germantown Pike,,Plymouth Meeting,PA,19462,US,(610) 834-6301,-75.2820717,40.1160924,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
The Promenade at Sagemore,1765,500 Route 73 South,,Marlton,NJ,08053,US,(856) 988-1083,-74.9317018,39.9001412,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOS  3093 Gloucester Prem Outl,3093,100 Premium Outlets Drive,,Blackwood,NJ,08012,US,(856) 221-8713,-75.0525723,39.784791,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00",,
LOFT 1918 Willow Grove Park,1918,2500 Moreland Rd.,,Willow Grove,PA,19090,US,215-657-3511,-75.1201341,40.1431285,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Cambridge Crossings,982,4080 Dearborne Circle,,Mount Laurel,NJ,08054,US,(856) 866-0700,-74.9013048,39.9705045,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-19:00, 11:00-17:00",,
LOS  3005 Philadelphia Mills L,3005,1677 Franklin Mills Circle,,Philadelphia,PA,19154,US,(215) 501-0792,-74.9619023,40.0927936,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Plaza at King Prussia,1300,160 North Gulph Rd,,King Of Prussia,PA,19406,US,(610) 337-1550,-75.3897629,40.0879055,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Shoppes at Cross Keys,1691,611 Berlin Cross Keys Road,,Sicklerville,NJ,08081,US,(856) 262-7894,-75.0025503,39.7376478,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Paoli Shopping Center,1466,82 East Lancaster Avenue,,Paoli,PA,19301,US,(610) 993-0435,-75.4793663,40.041541,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Valley Square,1517,1560 Main Street,,Warrington,PA,18976,US,(215) 343-6030,-75.1364458,40.2326107,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Montgomery Mall,873,103 Montgomery Mall,,North Wales,PA,19454,US,(215) 362-1920,-75.2422434,40.2334811,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Brinton Lake Shoppes,944,929 Baltimore Pike,,Glen Mills,PA,19342,US,(484) 840-1612,-75.5327084,39.8858962,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Oxford Valley Mall,1498,2300 East Lincoln Highway,,Langhorne,PA,19047,US,(215) 702-1395,-74.8810625,40.1788442,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Concord Mall,865,4737 Concord Pike,,Wilmington,DE,19803,US,(302) 478-9332,-75.5439085,39.8228573,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Providence Town Center,1869,141 Market Street,,Collegeville,PA,19426,US,(610)489-3463,-75.4791392,40.1666934,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Exton Square Mall,808,336 Exton Square Parkway,,Exton,PA,19341,US,(610) 524-1403,-75.6251585,40.0331273,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOS  2909 Phili Prem LOS,2909,18 Lightcap Rd,,Pottstown,PA,19464,US,(610) 705-0750,-75.5701092,40.2359932,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00",,
Quaker Bridge Mall,1809,3320 US Highway 1,,Lawrenceville,NJ,08648,US,(609)716-8394,-74.7352263,40.250675,"09:30-22:00, 09:30-22:00, 09:30-22:00, 09:30-22:00, 09:30-22:00, 09:00-23:00, 10:00-20:00",,
The Shoppes at Hamilton,1600,549 Route 130,,TRENTON,NJ,08691,US,(609) 585-3082,-74.6551613,40.1856351,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-19:00, 11:00-18:00",,
Christiana Mall,1766,264 Christiana Mall Road,,Newark,DE,19702,US,(302) 368-3050,-75.65163,39.6807889,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Saucon Valley,1729,2845 Center Valley Parkway,,Center Valley,PA,18034,US,(610) 791-0931,-75.412316,40.5596861,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Lehigh Valley Mall,1581,829 Lehigh Lifestyle Center,,Whitehall,PA,18052,US,(610) 266-3525,-75.480473,40.630221,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Shoppes at Wyomissing,1633,766 Woodland Road,,Wyomissing,PA,19610,US,(610) 378-8125,-75.9647453,40.3498092,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOS  2905 Rockvale Outlets LOS,2905,35 South Willowdale Dr,,Lancaster,PA,17602,US,(717) 299-3919,-76.1989279,40.023193,"09:30-21:00, 09:30-21:00, 09:30-21:00, 09:30-21:00, 09:30-21:00, 09:30-21:00, 11:00-17:00",,
LOS  3013 Atlantic City LOS,3013,116 N Michigan Avenue,,Atlantic City,NJ,08401,US,(609) 348-0131,-74.4371582,39.361435,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-19:00",,
Park City Center,811,519 Park City Center,,Lancaster,PA,17601,US,(717) 392-3743,-76.3398568,40.0643697,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Boulevard at Box Hill,1885,3473 Merchant Boulevard,,Abingdon,MD,21009,US,(443)512-8247,-76.3064563,39.4673939,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 12:00-18:00",,
LOS  3029 The Crossings LOS,3029,1000 Premium Outlets Drive,,Tannersville,PA,18372,US,(570)620-3094,-75.3128041,41.048399,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00",,
Avenue at White Marsh,821,8153 Honeygo Blvd,,Baltimore,MD,21236,US,(410) 931-0433,-76.4631437,39.3712768,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOS  3099 Citadel Outlets,3099,100 Citadel Drive,,Commerce,CA,90040,US,(323) 837-9803,-118.1516239,34.006156,"09:30-21:30, 09:30-21:30, 09:30-21:30, 09:30-21:30, 09:30-21:30, 09:30-21:30, 09:30-21:30",,
Glendale Galleria,1582,100 W. Broadway,,Glendale,CA,91210,US,(818) 546-1565,-118.2561731,34.1460878,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Lou&Grey W. Colorado,4507,110 W. Colorado Boulevard,,Pasadena,CA,91105,US,(626)584-0437,-118.1528413,34.1455037,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-19:00",,
Waterside At MDR,1777,4730 Admiralty Way,,Marina Del Rey,CA,90292,US,310-827-0607,-118.4372954,33.9784605,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Santa Anita,1749,400 South Baldwin Ave,,Arcadia,CA,91007,US,(626) 821-4425,-118.0509968,34.1349204,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
LOFT 4508 L&G The  Point,4508,830 South Sepulveda,,El Segundo,CA,90245,US,(310) 322-2176,-118.3946704,33.9031583,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-18:00, 12:00-17:00",,
Manhattan Village,695,3200 Sepulveda Blvd,,Manhattan Beach,CA,90266,US,(310) 939-0122,-118.3942198,33.8952638,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00, 11:00-18:00",,
Los Cerritos,1816,239 Los Cerritos Center,,Cerritos,CA,90703,US,(562) 924 2792,-118.0948085,33.8629026,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00, 11:00-19:00",,
Del Amo Fashion Center,1595,3525 Carson Street,,Torrance,CA,90503,US,(310) 214-2134,-118.34859,33.8268211,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00, 11:00-19:00",,
Promenade Peninsula,1610,550 Deep Valley Drive,,Rolling Hills Estate,CA,90274,US,(310) 377-4523,-118.3733576,33.7721263,"10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 11:00-18:00",,
Shops at Rossmoor,1698,12211 Seal Beach Blvd,,Seal Beach,CA,90740,US,(562) 598-4513,-118.0733617,33.7851784,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-19:00, 12:00-18:00",,
Downtown,746,210 West Birch Street,,Brea,CA,92821,US,(714) 672-0231,-117.9008,33.918593,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Northridge Fashion Center,777,9301 Tampa Avenue,,Northridge,CA,91324,US,(818) 341-1970,-118.5562363,34.2385732,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
LOS  3017 Outlets @ Orange LOS,3017,20 City Blvd. West,,Orange,CA,92868,US,(714)935-0180,-117.8922272,33.7828653,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-22:00, 10:00-22:00, 10:00-20:00",,
Five Points Plaza,1554,18577 Main Street,,Huntington Beach,CA,92648,US,(714) 847-9828,-117.9917881,33.6935003,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-19:00, 11:00-18:00",,
Shoppes at Chino Hills,1666,13850 City Center Drive,,Chino Hills,CA,91709,US,(909) 591-6043,-117.7307086,34.0016017,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Valencia Town Center,1421,24201 Valencia Boulevard,,Valencia,CA,91355,US,(661) 288-0363,-118.5572612,34.4156215,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Tustin,771,3005 El Camino Real,,Tustin,CA,92782,US,(714) 368-0771,-117.7925275,33.7240204,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00, 11:00-18:00",,
Fashion Island,1826,401 Newport Center Drive,,Newport Beach,CA,92660,US,(949) 640-9500,-117.874682,33.61472,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00, 11:00-18:00",,
The Oaks,1806,350 West Hillcrest Drive,,Thousand Oaks,CA,91360,US,(805)379-1878,-118.8856931,34.1818406,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
LOS  3006 ONTARIO MILLS LOS,3006,One Mills Circle,,Ontario,CA,91764,US,(909) 980-0876,-117.5517081,34.0730062,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-20:00",,
Irvine Spectrum Center,1501,93 Fortune Drive,,Irvine,CA,92618,US,(949) 788-0847,-117.74231,33.649203,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:30, 10:00-21:30, 11:00-20:00",,
Victoria Gardens,1390,12456 South Main Street,,Rancho Cucamonga,CA,91739,US,(909) 899-1114,-117.5340622,34.110822,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-22:00, 10:00-22:00, 11:00-19:00",,
The Shops at Dos Lagos,1492,2795 Cabot Drive,,Corona,CA,92883,US,(951) 277-3224,-117.5072711,33.8131194,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Galleria at Tyler,824,1299 Tyler Street,,Riverside,CA,92503,US,(951) 689-0984,-117.4565437,33.9081813,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
The Shops at Mission Viejo,1763,555 Shops at Mission Viejo,,Mission Viejo,CA,92691,US,(949) 364-1898,-117.6684315,33.5588349,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00, 11:00-18:00",,
LOS  2918 Camarillo Prem LOS,2918,500 W VENTURA BLVD STE 1510,,CAMARILLO,CA,93010,US,(805) 482-0464,-119.0779131,34.2168627,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00",,
LOFT 1898 Collection at River,1898,600 Town Center Drive,,OXNARD,CA,93036,US,(805)485-3052,-119.1783151,34.2399441,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOS  3075 Plaza San Clemente,3075,101 West Avenida Vista Hermosa,,San Clemente,CA,92672,US,(949) 940-0054,-117.6279726,33.4395771,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00",,
The Promenade Mall,690,40820 Winchester Road,,Temecula,CA,92591,US,(951) 719-2982,-117.1541815,33.5248311,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
LOS  3076 Outlets at Tejon,3076,5701 Outlets at Tejon Parkway,,Arvin,CA,93203,US,(661)858-2409,-118.9417375,34.9852585,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00",,
LOS  3032 Desert Hills Premium,3032,48650 Seminole Drive,,Cabazon,CA,92230,US,(951)922-0678,-116.8190684,33.9306504,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-20:00",,
LOS  2979 Outlets at Barstow,2979,2796 TANGER WAY,,BARSTOW,CA,92311,US,(760) 253-5135,-117.0854289,34.8465348,"09:00-20:00, 09:00-20:00, 09:00-20:00, 09:00-20:00, 09:00-20:00, 09:00-20:00, 09:00-20:00",,
Forum at Carlsbad,1432,1923 Calle Barcelona Bldg 3,,Carlsbad,CA,92009,US,(760) 633-2201,-117.2652454,33.0718691,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
North County,1583,200 East Via Rancho Parkway,,Escondido,CA,92025,US,(760) 738-3789,-117.0649122,33.070471,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Fashion Valley,1798,7007 Friar's Road,,San Diego,CA,92108,US,(619) 293-3001,-117.1698284,32.7681421,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Gardens on El Paseo,1433,73-585 El Paseo,,Palm Desert,CA,92260,US,(760) 773-4848,-116.381346,33.719554,"10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-20:00, 10:00-20:00, 10:00-17:00",,
Horton Plaza,1665,120 Horton Plaza,,San Diego,CA,92101,US,(619) 696-9204,-117.1628013,32.7137321,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 11:00-18:00",,
Otay Ranch Town Center,1587,2015 Birch Road,,Chula Vista,CA,91915,US,(619) 656-5761,-116.9654569,32.623489,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
LOS  2987 Las Americas LOS,2987,4211 CAMINO DE LA PLAZA,,SAN DIEGO,CA,92173,US,(619)690-1803,-117.042036,32.5438271,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-19:00",,
The Village Arcade,1776,2400 University Blvd,,Houston,TX,77005,US,(713) 523-1218,-95.4174571,29.7155266,"10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-20:00, 12:00-18:00",,
Uptown Park,886,1141 Uptown Park Blvd,,Houston,TX,77056,US,(713) 888-0419,-95.4569742,29.7553138,"10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 12:00-18:00",,
The Galleria Houston,1307,5135 West Alabama Street,,Houston,TX,77056,US,(713) 850-1801,-95.463447,29.737432,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Memorial City,654,303 Memorial City,,Houston,TX,77024,US,(713) 467-3135,-95.5397304,29.7810332,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
Champions Forest Plaza,1820,5510 FM 1960 West,,Houston,TX,77069,US,(281)955-9880,-95.5125789,29.9799707,"10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 12:00-18:00",,
Sugarland Town Square,1393,15958 City Walk,,Sugar Land,TX,77479,US,(281) 265-2703,-95.6213524,29.5962465,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 12:00-18:00",,
Kingwood Commons,1344,870 Kingwood Drive,,Kingwood,TX,77339,US,(281) 358-4157,-95.2439354,30.0496008,"10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 10:00-20:00, 12:00-18:00",,
La Centerra at Cinco Ranch,1622,23501 Cinco Ranch Blvd,,Katy,TX,77494,US,(281) 371-2540,-95.7762226,29.7428417,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 12:00-18:00",,
LOS  2944 Katy Mills LOS,2944,5000 KATY MILLS CIR,,KATY,TX,77494,US,(281) 644-2600,-95.8093358,29.7758308,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
Houston Premium Outlets,2913,29300 Hempstead Road,,CYPRESS,TX,77433,US,(281) 758-3451,-95.7564593,29.997361,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-19:00",,
The Woodlands Mall,1407,1201 Lake Woodland Drive,,The Woodlands,TX,77380,US,(281) 419-8910,-95.4550792,30.1645349,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 12:00-18:00",,
LOS  2998 Texas Outlet Center,2998,5885 Gulf Freeway,,Texas City,TX,77591,US,(281) 337-6965,-95.0583635,29.4246973,"09:00-21:00, 09:00-21:00, 09:00-21:00, 09:00-21:00, 09:00-21:00, 09:00-21:00, 10:00-19:00",,
St Johns Town Center,1505,4751 River City Drive,,Jacksonville,FL,32246,US,(904) 564-1926,-81.5249426,30.2563888,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 11:00-18:00",,
The Avenues,1718,10300 Southside Blvd,,Jacksonville,FL,32256,US,(904) 519-8766,-81.5537492,30.1860323,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 12:00-18:00",,
LOS  2908 St. Aug Prime LOS,2908,490 OUTLET MALL BLVD,,SAINT AUGUSTINE,FL,32084,US,(904) 825-3661,-81.4130874,29.9261246,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-18:00",,
The Oaks Mall,1536,6403 West Newberry Road,,Gainesville,FL,32605,US,(352) 331-1447,-82.4112864,29.6595617,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 12:00-18:00",,
The Trails,1306,260 North Nova Road,,Ormond Beach,FL,32174,US,(386) 672-1229,-81.0837823,29.2840134,"10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-19:00, 10:00-18:00, 12:00-17:00",,
LOS  3100 Daytona Beach,3100,1100 Cornerstone Blvd.,,Daytona Beach,FL,32117,US,(386) 274-2291,-81.0990148,29.2139765,"09:00-21:00, 09:00-21:00, 09:00-21:00, 09:00-21:00, 09:00-21:00, 09:00-21:00, 10:00-19:00",,
Altamonte Mall,1535,451 East Altamonte Drive,,Altamonte Springs,FL,32701,US,(407) 331-1012,-81.377079,28.663915,"10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 10:00-21:00, 12:00-18:00",,
